bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
2,Apartment,Town Ashtha Heights,856,1.8,Cr,Goregaon West,Ready to move,New,18000000,15000
2,Apartment,Godrej Tranquil,1000,1.65,Cr,Kandivali East,Ready to move,Resale,16500000,13750
1,Apartment,JP North Imperia Tower 2,695,55,L,Mira Road East,Under Construction,New,5500000,4583.333333
4,Apartment,Lodha Park,2800,7.5,Cr,Lower Parel,Ready to move,Resale,75000000,62500
4,Apartment,Kalpataru Siddhachal Elite,2648,3.75,Cr,Thane West,Ready to move,Unknown,37500000,31250
2,Apartment,Evershine Greens,940,2,Cr,Andheri West,Ready to move,Unknown,20000000,16666.66667
2,Apartment,Runwal Sanctuary,897,1.2,Cr,Mulund West,Under Construction,Unknown,12000000,10000
2,Apartment,Lodha Casa Zest,626,99,L,Thane West,Under Construction,New,9900000,8250
1,Apartment,JP Codename Dream Home Tower B,720,72.25,L,Mira Road East,Under Construction,New,7225000,6020.833333
2,Apartment,Chandak GREENAIRY,650,1.22,Cr,Borivali East,Under Construction,New,12200000,10166.66667
2,Apartment,Nisarg Greens,900,42,L,Ambernath East,Ready to move,Unknown,4200000,3500
2,Apartment,Piramal Revanta,969,2.7,Cr,Mulund West,Under Construction,New,27000000,22500
1,Apartment,Ashar Pulse,431,68,L,Thane East,Under Construction,New,6800000,5666.666667
2,Apartment,Raj Florenza,1075,1.03,Cr,Mira Road East,Ready to move,New,10300000,8583.333333
2,Apartment,Chamunda Serene,1100,1.75,Cr,Seawoods,Ready to move,New,17500000,14583.33333
1,Apartment,JP Codename HOTCAKE,720,70,L,Mira Road East,Under Construction,New,7000000,5833.333333
2,Apartment,Siddharth Enclave,950,2.8,Cr,Lower Parel,Ready to move,Resale,28000000,23333.33333
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
2,Apartment,Umiya Oasis,1070,85.15,L,Mira Road East,Under Construction,New,8515000,7095.833333
1,Apartment,Greenery Rock VKG Amazon,684,92,L,Andheri East,Under Construction,New,9200000,7666.666667
1,Apartment,Navkar City Phase II Part 3,700,48.99,L,Naigaon East,Ready to move,Resale,4899000,4082.5
2,Apartment,UK Iridium Tower 2,518,1.01,Cr,Kandivali East,Under Construction,New,10100000,8416.666667
2,Apartment,Bhoomi Acres,1100,99,L,Thane West,Under Construction,New,9900000,8250
3,Apartment,Dosti Acres,900,2.25,Cr,Wadala,Ready to move,Resale,22500000,18750
3,Apartment,ACME Ozone Phase 2,1600,1.55,Cr,Thane West,Ready to move,Unknown,15500000,12916.66667
1,Apartment,PNK Imperial Heights,730,56.51,L,Mira Road East,Ready to move,New,5651000,4709.166667
1,Apartment,Riddhi Rajendra Nagar Swagat CHSL,338,76.02,L,Borivali East,Under Construction,New,7602000,6335
2,Apartment,JP Codename Dream Home Tower C,982,92.02,L,Mira Road East,Under Construction,New,9202000,7668.333333
3,Apartment,Romell Diva Phase III 21st To 23rd Floor,1249,1.8,Cr,Malad West,Under Construction,Unknown,18000000,15000
3,Apartment,Mahindra Splendour,1624,2.7,Cr,Bhandup West,Ready to move,Resale,27000000,22500
1,Apartment,Navkar Navkar Tower,575,29.5,L,Naigaon East,Under Construction,New,2950000,2458.333333
2,Apartment,Man One Park Avenue 6,798,99,L,Thane West,Under Construction,New,9900000,8250
2,Apartment,Ishwar Acacia,1100,84,L,Ulwe,Ready to move,Resale,8400000,7000
2,Apartment,L And T Rejuve 360 Tower A,1205,2.1,Cr,Mulund West,Under Construction,New,21000000,17500
2,Apartment,Sai Malhar Kanhuji Police Sankul,872,37,L,Kalyan West,Under Construction,Unknown,3700000,3083.333333
1,Apartment,Runwal Gardens Phase 2 Bldg No 18 To 23,437,40.33,L,Dombivali,Under Construction,Unknown,4033000,3360.833333
2,Apartment,Lodha Amara Tower 26 27 28 30 34 35,526,1.05,Cr,Thane West,Ready to move,New,10500000,8750
2,Apartment, Asha Nagar,950,1.75,Cr,Mulund West,Ready to move,Resale,17500000,14583.33333
4,Apartment,Neelkanth Lake View,2272,2.5,Cr,Thane West,Ready to move,Unknown,25000000,20833.33333
1,Apartment,Lakhani Lakhanis Kalwa,475,24,L,Kalwa,Ready to move,Resale,2400000,2000
2,Apartment,Crescent Sky Heights Phase 2,655,1.14,Cr,Dahisar,Under Construction,New,11400000,9500
2,Apartment,Godrej Riviera Phase 1,652,55,L,Kalyan West,Under Construction,Unknown,5500000,4583.333333
2,Apartment,Sahabhagi Riva Rythm,528,24.19,L,Karjat,Ready to move,New,2419000,2015.833333
2,Apartment,Paradise Sai Pearls,806,96,L,Kharghar,Ready to move,Unknown,9600000,8000
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
1,Apartment,Rustomjee Urbania,461,79,L,Thane West,Ready to move,New,7900000,6583.333333
2,Apartment,Man Opus,870,95,L,Mira Road East,Ready to move,Resale,9500000,7916.666667
3,Apartment,Tridhaatu Aum,1139,3.07,Cr,Chembur,Under Construction,New,30700000,25583.33333
4,Apartment,Kalpataru Magnus,1757,9.3,Cr,Bandra East,Under Construction,New,93000000,77500
1,Apartment,Amrut Laxmi Raj Regalia Phase I,625,27,L,Ambernath East,Ready to move,Unknown,2700000,2250
3,Apartment,Satellite Satellite Tower,1700,3.6,Cr,Goregaon East,Ready to move,Resale,36000000,30000
2,Apartment,Kalpataru Eternia At Kalpataru Parkcity,531,99.99,L,Thane West,Under Construction,New,9999000,8332.5
3,Apartment,L And T Elixir Reserve,1794,3.4,Cr,Powai,Under Construction,New,34000000,28333.33333
2,Apartment,Crystal Armus A To C,677,1.41,Cr,Chembur,Under Construction,New,14100000,11750
3,Apartment,Prestige Jasdan Classic,1850,4.5,Cr,Byculla,Under Construction,New,45000000,37500
2,Apartment,Paradise Sai World City,1350,1.15,Cr,Panvel,Under Construction,New,11500000,9583.333333
2,Apartment,Runwal My City,741,49,L,Dombivali,Ready to move,Unknown,4900000,4083.333333
3,Apartment,Amisha Empire Phase I,1345,1.35,Cr,Mira Road East,Ready to move,New,13500000,11250
1,Apartment,Reputed Builder Runwal Estate,940,75,L,Thane West,Ready to move,Resale,7500000,6250
3,Apartment,Sheth 72 West,1659,3.95,Cr,Andheri East,Under Construction,New,39500000,32916.66667
2,Apartment,Radheya Krishna Chhaya,720,1.6,Cr,Borivali West,Ready to move,Resale,16000000,13333.33333
1,Apartment,Welcome C G Park,540,21,L,Bhiwandi,Under Construction,New,2100000,1750
2,Apartment,Tejukaya Signare,1090,3,Cr,Matunga,Ready to move,Unknown,30000000,25000
4,Apartment,Cosmos Cosmopolis,2080,5,Cr,Andheri West,Ready to move,Unknown,50000000,41666.66667
1,Apartment,Runwal Gardenvista at Runwal Bliss,333,92,L,Kanjurmarg,Under Construction,Unknown,9200000,7666.666667
1,Apartment,Reputed Builder Kohinoor Residency,620,55.5,L,Kamothe,Ready to move,Resale,5550000,4625
1,Apartment,Space Residence II Building No 4 B,765,64.49,L,Mira Road East,Ready to move,New,6449000,5374.166667
2,Apartment,Reputed Builder Eden Woods Complex,950,1.1,Cr,Thane West,Ready to move,Resale,11000000,9166.666667
1,Apartment,VBHC Greendew,540,18.5,L,Palghar,Ready to move,Unknown,1850000,1541.666667
3,Apartment,Westin Karmayog,1000,3.2,Cr,Andheri West,Ready to move,Resale,32000000,26666.66667
3,Apartment,Jangid Indrayani,1250,1.81,Cr,Mira Road East,Under Construction,New,18100000,15083.33333
2,Apartment,Mohan Nano Estates I,1240,62,L,Ambernath West,Ready to move,Unknown,6200000,5166.666667
3,Apartment,Rajshree Forty Three East,868,2.35,Cr,Ghatkopar East,Under Construction,New,23500000,19583.33333
2,Apartment,Godrej Tranquil,800,2.5,Cr,Kandivali East,Ready to move,New,25000000,20833.33333
2,Apartment,Kashish Iris At Kashishpark,1017,1.67,Cr,Thane West,Under Construction,New,16700000,13916.66667
2,Apartment,Reputed Builder Cosmos Paradise,900,1.1,Cr,Thane West,Ready to move,Resale,11000000,9166.666667
2,Apartment,Lodha Codename Crown Jewel,626,1.01,Cr,Thane West,Under Construction,Unknown,10100000,8416.666667
1,Apartment,Amar Vinay Heritage,745,73.13,L,Mira Road East,Ready to move,New,7313000,6094.166667
2,Apartment,Bilad Bloom Fill,1150,77,L,Ulwe,Ready to move,Resale,7700000,6416.666667
2,Apartment,Ventures Residency,1200,1,Cr,Kharghar,Ready to move,New,10000000,8333.333333
1,Apartment,Paradigm 71 Midtown,508,72,L,Chembur,Under Construction,New,7200000,6000
3,Apartment,JP Decks,1290,4.5,Cr,Malad East,Ready to move,Resale,45000000,37500
3,Apartment,Goodwill Paradise,2135,1.7,Cr,Kharghar,Ready to move,New,17000000,14166.66667
2,Apartment,Transcon Triumph Tower 4,748,2.6,Cr,Andheri West,Under Construction,New,26000000,21666.66667
3,Apartment,Adani Adani The Views,1400,3.4,Cr,Ghatkopar East,Under Construction,New,34000000,28333.33333
3,Apartment,Rustomjee Seasons C,996,5.67,Cr,Bandra East,Ready to move,New,56700000,47250
2,Apartment,Tata Serein,1130,1.75,Cr,Thane West,Under Construction,Unknown,17500000,14583.33333
3,Apartment,Lodha New Cuffe Parade,1784,4.06,Cr,Wadala,Under Construction,New,40600000,33833.33333
1,Apartment,Kothari K D Empire,650,56,L,Mira Road East,Ready to move,Resale,5600000,4666.666667
2,Apartment,Romell Allure,800,1.45,Cr,Borivali East,Ready to move,Resale,14500000,12083.33333
1,Studio Apartment,Seven Eleven Apna Ghar Phase III,310,24.8,L,Mira Road East,Under Construction,New,2480000,2066.666667
2,Apartment,Vikram Rachna Towers,930,44.99,L,Virar,Ready to move,Resale,4499000,3749.166667
1,Apartment,Ajay Bhav Residency,560,20.5,L,Kasheli,Ready to move,Resale,2050000,1708.333333
3,Apartment,Kanakia Paris,1500,4,Cr,Bandra Kurla Complex,Ready to move,Resale,40000000,33333.33333
1,Apartment,Sai Vismay,550,1.3,Cr,Prabhadevi,Ready to move,Resale,13000000,10833.33333
1,Apartment,Shree Sawlaram Srushti,750,46.99,L,Kalyan West,Ready to move,Resale,4699000,3915.833333
2,Apartment,Ahuja Hive O2,898,2.15,Cr,Sion,Under Construction,New,21500000,17916.66667
2,Apartment,Palan Gagangiri Elanza,950,2,Cr,Mulund East,Under Construction,Resale,20000000,16666.66667
1,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,740,33.9,L,Bhiwandi,Under Construction,New,3390000,2825
1,Apartment,Chandak GREENAIRY,712,1.2,Cr,Borivali East,Under Construction,New,12000000,10000
1,Apartment,Vihang Valley,500,45,L,Thane West,Ready to move,Resale,4500000,3750
1,Apartment,Space Residence II Building No 4 B,765,66,L,Mira Road East,Ready to move,New,6600000,5500
1,Apartment,FSK Sukhkarta I CHSL,645,85,L,Seawoods,Ready to move,Resale,8500000,7083.333333
2,Apartment,Hemani Login,853,2.3,Cr,Kandivali West,Under Construction,New,23000000,19166.66667
2,Apartment,Colorplus Raymond Realty Phase I,615,1.37,Cr,Thane West,Under Construction,New,13700000,11416.66667
3,Apartment,Reputed Builder Samrudhi Apartment,1341,1.27,Cr,Mira Road East,Ready to move,New,12700000,10583.33333
2,Apartment,Konnark Shree Krishna Paradise,1200,1.65,Cr,Kharghar,Ready to move,Resale,16500000,13750
3,Apartment,K Raheja K Raheja Interface Heights,973,2.99,Cr,Malad West,Under Construction,New,29900000,24916.66667
1,Apartment,Shakti Prince Avenue,565,33,L,Bhiwandi,Ready to move,New,3300000,2750
2,Apartment,Mahindra Happinest Kalyan Project A,537,46.45,L,Kalyan West,Under Construction,New,4645000,3870.833333
2,Apartment,Sheth Vasant Blossom,683,1.71,Cr,Andheri East,Under Construction,Unknown,17100000,14250
3,Apartment,Piramal Revanta Tower 1,1680,3.46,Cr,Mulund West,Under Construction,New,34600000,28833.33333
3,Apartment,Reputed Builder Arihant Darshan,1220,2,Cr,Kandivali East,Ready to move,Resale,20000000,16666.66667
1,Apartment,South Field Gravity,545,66,L,Bhandup East,Ready to move,Resale,6600000,5500
3,Apartment,L And T L And T Emerald Isle,1190,3.3,Cr,Powai,Under Construction,New,33000000,27500
2,Apartment,Shree Varadvinayak Morya Heights,624,1.68,Cr,Borivali West,Under Construction,New,16800000,14000
1,Apartment,Ramji Hari Minat Naagraj Classic,600,35,L,Ulwe,Ready to move,New,3500000,2916.666667
2,Apartment,Lodha Sterling,1217,1.4,Cr,Thane West,Under Construction,New,14000000,11666.66667
2,Apartment,Sai Yashvasin,1101,1.1,Cr,Kharghar,Ready to move,Resale,11000000,9166.666667
2,Apartment,Space Heights,1050,83,L,Kamothe,Ready to move,Resale,8300000,6916.666667
1,Apartment,Amar Vinay Heritage,690,63.2,L,Mira Road East,Under Construction,New,6320000,5266.666667
2,Apartment,K Raheja Interface Heights,1290,2.15,Cr,Malad West,Ready to move,New,21500000,17916.66667
1,Apartment,Spenta Countdown X,548,76,L,Chembur,Under Construction,New,7600000,6333.333333
2,Apartment,Cosmos Legend,830,38,L,Virar,Ready to move,Resale,3800000,3166.666667
3,Apartment,Runwal Reserve,1500,9.48,Cr,Worli,Ready to move,Resale,94800000,79000
2,Apartment,Wadhwa Daisy Gardens ,838,32.5,L,Ambernath West,Ready to move,New,3250000,2708.333333
3,Apartment,Tharwani Heritage,1546,1.95,Cr,Kharghar,Ready to move,Resale,19500000,16250
2,Apartment,Ekdanta New Suraj Tower,561,1.3,Cr,Thane West,Under Construction,New,13000000,10833.33333
3,Apartment,Arkade Aspire,960,2.4,Cr,Goregaon East,Under Construction,New,24000000,20000
1,Apartment,Blue Noir Satra One,556,97,L,Goregaon West,Ready to move,New,9700000,8083.333333
1,Apartment,Reputed Builder Radha Nagar Tower,600,45,L,Kalyan West,Ready to move,Resale,4500000,3750
3,Apartment,Runwal Codename West And South Avenue,918,99.99,L,Dombivali,Under Construction,New,9999000,8332.5
2,Apartment,Unique Ivana,1105,99.25,L,Mira Road East,Ready to move,New,9925000,8270.833333
3,Apartment,Raheja Serenity,1350,3.1,Cr,Kandivali East,Ready to move,Resale,31000000,25833.33333
5,Apartment,Sumit Garden Grove,2800,6.1,Cr,Borivali West,Ready to move,Unknown,61000000,50833.33333
2,Apartment,Ajmera New Era Yogi Dham Phase 4,999,80,L,Kalyan West,Ready to move,Resale,8000000,6666.666667
1,Studio Apartment,Nigudkar Praradi Pearl,392,21.94,L,Panvel,Under Construction,New,2194000,1828.333333
2,Apartment,Lotus Unity By Lotus,725,2.01,Cr,Andheri West,Ready to move,New,20100000,16750
3,Apartment,SM And Happy Home Tulsidham CHS,1019,4.58,Cr,Ville Parle West,Ready to move,New,45800000,38166.66667
2,Apartment,Swastik Windsor Heights,1200,1.32,Cr,Kharghar,Ready to move,Resale,13200000,11000
1,Apartment,Navkar Navkar Tower,535,32.5,L,Naigaon East,Ready to move,Resale,3250000,2708.333333
1,Apartment,Bachraj Landmark,344,37.2,L,Virar,Ready to move,New,3720000,3100
1,Apartment,Welcome C G Park,555,21.09,L,Bhiwandi,Ready to move,New,2109000,1757.5
1,Apartment,Adityaraj Royale,614,79.99,L,Vikhroli,Under Construction,New,7999000,6665.833333
3,Apartment,JP North Elara,1386,1.35,Cr,Mira Road East,Ready to move,Resale,13500000,11250
2,Apartment,Reputed Builder Palm Springs,930,1.4,Cr,Airoli,Ready to move,Resale,14000000,11666.66667
2,Apartment,Reputed Builder Vasant Valley,1300,85,L,Kalyan West,Ready to move,Unknown,8500000,7083.333333
1,Apartment,Arihant City,432,31.49,L,Bhiwandi,Under Construction,New,3149000,2624.166667
5,Apartment,Runwal Elegante,3100,15,Cr,Andheri West,Ready to move,Resale,150000000,125000
2,Apartment,Raymond Raymond Realty TenX Habitat,555,1.42,Cr,Thane West,Under Construction,New,14200000,11833.33333
2,Apartment,Prime Building No 2 Pearl Regency Phase 1,600,1.14,Cr,Andheri West,Under Construction,New,11400000,9500
2,Apartment,Runwal Codename Enchanted,508,87,L,Thane West,Under Construction,New,8700000,7250
2,Apartment,L And T Emerald Isle T10,846,1.7,Cr,Powai,Under Construction,Unknown,17000000,14166.66667
3,Apartment,Wadhwa Atmosphere O2,975,2.59,Cr,Mulund West,Under Construction,New,25900000,21583.33333
3,Apartment,Sabari Aashiana,1680,4.1,Cr,Chembur,Ready to move,Resale,41000000,34166.66667
1,Apartment,Kalpataru Immensa,450,82,L,Thane West,Under Construction,New,8200000,6833.333333
1,Apartment,GBD Realty Ujwala Kutir,419,1.08,Cr,Borivali East,Under Construction,New,10800000,9000
1,Apartment,Sadguru Complex,585,55,L,Mira Road East,Ready to move,Resale,5500000,4583.333333
1,Apartment, Dwarkesh Dham C H S,600,90,L,Dahisar West,Ready to move,Resale,9000000,7500
1,Apartment,Paradise Sai Suncity Phase 1,430,37,L,Taloja,Under Construction,New,3700000,3083.333333
2,Apartment,H Rishabraj Sujai,750,1.55,Cr,Malad East,Under Construction,New,15500000,12916.66667
2,Apartment,Raheja Reflections I,900,1.8,Cr,Kandivali East,Ready to move,Resale,18000000,15000
3,Apartment,Parikh Paradise Grandeur,1550,1.15,Cr,Virar,Under Construction,New,11500000,9583.333333
3,Apartment,Lotus Unity By Lotus,994,2.97,Cr,Andheri West,Ready to move,New,29700000,24750
2,Apartment,Shreenathji 39 Anthea,623,1.4,Cr,Chembur,Ready to move,New,14000000,11666.66667
3,Apartment,Rustomjee Urbania,1234,2.2,Cr,Thane West,Ready to move,New,22000000,18333.33333
2,Apartment,Poddar Samruddhi Evergreens,798,40.52,L,Badlapur East,Ready to move,New,4052000,3376.666667
3,Apartment,Neelkanth Greens,1650,2,Cr,Thane West,Ready to move,Unknown,20000000,16666.66667
2,Apartment,Neelam Solstice Phase I,872,1.81,Cr,Ghatkopar East,Under Construction,New,18100000,15083.33333
2,Apartment,M M Ocean Pearl,750,47.5,L,Virar,Ready to move,New,4750000,3958.333333
2,Apartment,Lodha Casa Rio Gold,909,50.1,L,Dombivali,Ready to move,Resale,5010000,4175
1,Apartment,Sahakar Residency,590,30,L,Naigaon East,Ready to move,Resale,3000000,2500
2,Apartment,Maitree Avalon Paradise,800,1.35,Cr,Malad West,Ready to move,Resale,13500000,11250
3,Apartment,Regency Anantam,1425,1,Cr,Dombivali,Under Construction,Unknown,10000000,8333.333333
3,Apartment,Kalpataru Vivant South Wing B,1076,3.19,Cr,Andheri East,Under Construction,New,31900000,26583.33333
2,Apartment,Wadhwa TW Gardens,811,1.57,Cr,Kandivali East,Under Construction,Unknown,15700000,13083.33333
2,Apartment,DSS Mahavir Millennium,1025,1.25,Cr,Thane West,Ready to move,Unknown,12500000,10416.66667
2,Apartment,Space Residence II Building No 4 B,590,82.61,L,Mira Road East,Under Construction,New,8261000,6884.166667
1,Apartment,Laxmi Avenue D Global City,850,32,L,Virar,Ready to move,Resale,3200000,2666.666667
3,Apartment,Today Imperia,1625,1.45,Cr,Ulwe,Ready to move,New,14500000,12083.33333
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New,9800000,8166.666667
1,Apartment,Adityaraj Breeze,581,68,L,Vikhroli,Under Construction,New,6800000,5666.666667
1,Apartment,RNA NG Ocean Pearl,535,56.84,L,Mira Road East,Under Construction,New,5684000,4736.666667
1,Apartment,Gurukrupa Aramus Complex,650,62,L,Ulwe,Ready to move,Resale,6200000,5166.666667
2,Apartment,Reputed Builder Sharda Vihar,1000,1.05,Cr,Kandivali West,Ready to move,Resale,10500000,8750
3,Apartment,Hiranandani One Hiranandani Park,2050,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
1,Apartment,Honest Kalyan Nagari,450,34,L,Kalyan West,Ready to move,New,3400000,2833.333333
2,Apartment,Puraniks Rumah Bali Phase 3,1019,94,L,Thane West,Under Construction,New,9400000,7833.333333
2,Apartment,Raunak Unnathi Woods Phase 4 and 5,890,68.99,L,Thane West,Ready to move,Resale,6899000,5749.166667
1,Apartment,Lodha Crown Splendora Tower 1,317,45.99,L,Thane West,Under Construction,New,4599000,3832.5
3,Apartment,Shapoorji Pallonji Vicinia,1068,5.1,Cr,Powai,Ready to move,New,51000000,42500
2,Apartment,Hiranandani Meadows,1000,1.65,Cr,Thane West,Ready to move,Unknown,16500000,13750
3,Apartment,Dosti Elite,1440,4.8,Cr,Sion,Ready to move,Resale,48000000,40000
1,Apartment,Godrej Nest,556,1.15,Cr,Kandivali East,Ready to move,New,11500000,9583.333333
2,Apartment,Kalpataru Eternia At Kalpataru Parkcity,531,99.99,L,Thane West,Under Construction,New,9999000,8332.5
4,Apartment,Hiranandani One Hiranandani Park,2608,4.75,Cr,Thane West,Ready to move,Unknown,47500000,39583.33333
